product_id,sku,brand,model,product_family,device_type,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,weight_kg,warranty_months,msrp
P021198,LP-GIGABYTE-STEALTH-XGH-2021,Gigabyte,Gigabyte Stealth XGH,Stealth,Laptop,2021,Windows,Mainstream,AMD,AMD Ryzen 5 7333,2,8,16,2.2,3.0,NVIDIA,RTX 40 60,2,6,16,NVMe,2048,1,LED,15.6,3840x2160,60,99,90,2.0,12,1504.99
P021199,LP-ACER-STEALTH-YAG-2021,Acer,Acer Stealth YAG,Stealth,Laptop,2021,Windows,Mainstream,Intel,Intel i3-10607,1,4,8,2.0,3.0,NVIDIA,RTX 40 60,2,6,8,SSD,4096,1,QLED,14.0,2560x1600,144,99,120,1.17,36,1474.99
P021200,LP-DELL-ZEN-T6W-2022,Dell,Dell Zen T6W,Zen,Laptop,2022,Windows,Mainstream,Intel,Intel i7-12109,4,14,28,2.6,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,512,2,LED,13.3,3840x2160,60,50,65,1.52,24,1967.99
P021201,LP-DELL-SLIM-XQN-2022,Dell,Dell Slim XQN,Slim,Laptop,2022,macOS,Gaming,AMD,AMD Ryzen 5 4218,2,8,16,2.2,3.1,Intel,Arc A580,3,0,16,HDD,512,1,LED,13.3,2560x1600,60,60,120,1.32,24,1755.99
P021202,LP-APPLE-THINK-WZT-2025,Apple,Apple Think WZT,Think,Laptop,2025,Windows,Gaming,Apple,Apple M1 Pro,6,26,26,3.0,3.9,Apple,Apple Integrated,6,4,128,SSD,512,1,Mini-LED,15.6,1920x1080,60,90,65,1.5,24,3923.99
P021203,LP-HP-SLIM-WU2-2025,HP,HP Slim WU2,Slim,Laptop,2025,Windows,Mainstream,Intel,Intel i7-11350,5,16,32,2.8,3.7,NVIDIA,RTX 30 80 Ti,5,12,104,SSD,512,1,Mini-LED,14.0,1920x1080,120,99,180,1.37,12,2422.99
P021204,LP-DELL-BLADE-AAB-2022,Dell,Dell Blade AAB,Blade,Laptop,2022,Windows,2-in-1,Intel,Intel i5-11875,3,10,20,2.4,3.4,NVIDIA,RTX 30 80,4,10,32,SSD,512,1,QLED,16.0,3840x2160,240,56,90,1.53,24,2037.99
P021205,LP-ACER-BLADE-FC5-2023,Acer,Acer Blade FC5,Blade,Laptop,2023,macOS,Ultrabook,AMD,AMD Ryzen 3 4277,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,NVMe,256,1,OLED,16.0,1920x1080,90,70,65,2.03,24,1431.99
P021206,LP-LENOVO-SLIM-1JL-2018,Lenovo,Lenovo Slim 1JL,Slim,Laptop,2018,macOS,Gaming,Intel,Intel i3-14756,1,4,8,2.0,2.9,AMD,RX 7000 50,1,4,8,NVMe,512,1,VA,15.6,2880x1800,144,70,65,1.3,24,1736.99
P021207,LP-DELL-BLADE-TH6-2024,Dell,Dell Blade TH6,Blade,Laptop,2024,macOS,Ultrabook,Intel,Intel i7-11192,5,18,36,2.8,3.6,Intel,Arc A770,5,4,96,NVMe,1024,1,QLED,17.3,1920x1080,60,60,90,1.64,24,3108.99
P021208,LP-DELL-ZEN-OST-2024,Dell,Dell Zen OST,Zen,Laptop,2024,Windows,Gaming,AMD,AMD Ryzen 5 3629,3,10,20,2.4,3.4,NVIDIA,RTX 30 70,3,8,32,SSD,2048,2,QLED,15.6,2560x1600,165,60,65,1.3,12,2089.99
P021209,LP-ASUS-ZEN-L3J-2018,ASUS,ASUS Zen L3J,Zen,Laptop,2018,Windows,Mainstream,Intel,Intel i5-13994,2,6,10,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,HDD,2048,1,IPS,15.6,3840x2160,144,56,120,2.5,12,1422.99
P021210,LP-ACER-THINK-BPX-2023,Acer,Acer Think BPX,Think,Laptop,2023,Windows,Ultrabook,Intel,Intel i5-10355,2,6,10,2.2,3.0,Intel,Arc A380,2,2,16,HDD,1024,1,LED,14.0,1920x1080,60,60,65,1.57,12,1162.99
P021211,LP-APPLE-STEALTH-AGL-2024,Apple,Apple Stealth AGL,Stealth,Laptop,2024,Windows,Gaming,Apple,Apple M2 Max,6,26,26,3.0,3.9,Apple,Apple Integrated,5,4,96,NVMe,256,1,OLED,17.3,2560x1600,120,56,240,1.44,24,3163.99
P021212,LP-HP-SLIM-ZAA-2025,HP,HP Slim ZAA,Slim,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 9 3982,6,24,48,3.0,3.9,AMD,RX 7000 90,6,16,128,NVMe,2048,1,QLED,14.0,1920x1080,120,80,180,1.57,12,3278.99
P021213,LP-APPLE-BLADE-21J-2025,Apple,Apple Blade 21J,Blade,Laptop,2025,macOS,Gaming,Apple,Apple M3,4,12,12,2.6,3.5,Apple,Apple Integrated,4,2,64,HDD,2048,1,LED,15.6,1920x1080,90,70,90,1.7,24,2369.99
P021214,LP-APPLE-AIR-1O2-2022,Apple,Apple Air 1O2,Air,Laptop,2022,Windows,2-in-1,Apple,Apple M2,4,12,12,2.6,3.4,Apple,Apple Integrated,4,2,64,SSD,512,1,IPS,16.0,1920x1080,120,90,65,2.03,24,2243.99
P021215,LP-DELL-BLADE-AP4-2019,Dell,Dell Blade AP4,Blade,Laptop,2019,Windows,Gaming,Intel,Intel i7-12186,5,16,32,2.8,3.6,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,1024,1,IPS,14.0,2560x1600,60,50,65,1.37,12,2855.99
P021216,LP-ACER-LEGION-YTK-2019,Acer,Acer Legion YTK,Legion,Laptop,2019,macOS,Mainstream,Intel,Intel i5-10606,2,6,12,2.2,3.3,Intel,Arc A380,2,0,16,SSD,1024,1,OLED,16.0,1920x1080,165,56,65,2.03,12,1684.99
P021217,LP-APPLE-SLIM-N84-2018,Apple,Apple Slim N84,Slim,Laptop,2018,Windows,Ultrabook,Apple,Apple M3,4,12,12,2.6,3.6,Apple,Apple Integrated,2,0,32,Hybrid,512,1,IPS,13.3,2880x1800,60,60,240,1.82,12,2292.99
P021218,LP-ACER-BLADE-1YD-2018,Acer,Acer Blade 1YD,Blade,Laptop,2018,Windows,Mainstream,AMD,AMD Ryzen 7 3345,4,12,24,2.6,3.6,NVIDIA,RTX 40 60,2,6,32,Hybrid,512,1,IPS,15.6,1920x1080,90,60,45,1.3,12,1428.99
P021219,LP-APPLE-BLADE-P5K-2021,Apple,Apple Blade P5K,Blade,Laptop,2021,Windows,Gaming,Apple,Apple M3 Max,4,12,12,2.6,3.7,Apple,Apple Integrated,4,0,72,SSD,512,1,OLED,15.6,1920x1080,144,70,240,1.5,36,2475.99
P021220,LP-APPLE-PRO-FCM-2021,Apple,Apple Pro FCM,Pro,Laptop,2021,Windows,Gaming,Apple,Apple M2,4,14,14,2.6,3.5,Apple,Apple Integrated,5,2,64,NVMe,256,1,LED,15.6,1920x1080,60,60,65,1.5,12,2616.99
P021221,LP-HP-STEALTH-NQJ-2024,HP,HP Stealth NQJ,Stealth,Laptop,2024,Windows,2-in-1,AMD,AMD Ryzen 5 6452,3,10,20,2.4,3.4,NVIDIA,RTX 40 60,2,6,16,HDD,1024,1,LED,13.3,1920x1080,144,60,120,1.32,12,1433.99
P021222,LP-SAMSUNG-CREATOR-FIH-2023,Samsung,Samsung Creator FIH,Creator,Laptop,2023,Windows,Gaming,AMD,AMD Ryzen 7 3253,4,12,24,2.6,3.4,NVIDIA,RTX 40 70,3,8,32,HDD,1024,1,IPS,14.0,1920x1080,144,80,120,1.37,12,1906.99
P021223,LP-GIGABYTE-LEGION-2DO-2025,Gigabyte,Gigabyte Legion 2DO,Legion,Laptop,2025,Windows,Mainstream,Intel,Intel i5-11670,2,6,10,2.2,3.0,NVIDIA,RTX 40 60,2,6,16,Hybrid,256,2,LED,13.3,1920x1080,144,70,90,1.52,12,1219.99
P021224,LP-DELL-BLADE-1Q9-2023,Dell,Dell Blade 1Q9,Blade,Laptop,2023,Windows,Ultrabook,Intel,Intel i7-13925,4,12,24,2.6,3.7,AMD,RX 6000 70,3,8,32,SSD,512,1,Mini-LED,14.0,1920x1080,60,56,180,1.17,24,2430.99
P021225,LP-MSI-BLADE-35A-2024,MSI,MSI Blade 35A,Blade,Laptop,2024,macOS,Ultrabook,Intel,Intel i3-12158,1,6,12,2.0,2.9,NVIDIA,RTX 40 60,2,6,8,NVMe,1024,1,LED,14.0,2560x1600,60,70,65,1.87,12,1824.99
P021226,LP-ASUS-THINK-K3D-2018,ASUS,ASUS Think K3D,Think,Laptop,2018,Windows,Ultrabook,Intel,Intel i5-12254,2,6,10,2.2,3.3,AMD,RX 7000 50,1,4,8,Hybrid,1024,1,LED,15.6,1920x1080,60,56,90,2.0,24,915.99
P021227,LP-DELL-CREATOR-DSL-2022,Dell,Dell Creator DSL,Creator,Laptop,2022,Windows,Workstation,Intel,Intel i7-11687,5,16,32,2.8,3.7,AMD,RX 7000 90,6,16,96,NVMe,512,1,LED,15.6,1920x1080,120,60,90,1.5,24,2602.99
P021228,LP-DELL-NITRO-98F-2025,Dell,Dell Nitro 98F,Nitro,Laptop,2025,Windows,2-in-1,Intel,Intel i5-13112,2,8,14,2.2,3.1,AMD,RX 6000 50,1,4,16,NVMe,2048,1,LED,15.6,2560x1600,60,70,240,1.5,12,1547.99
P021229,LP-LENOVO-LEGION-ENZ-2021,Lenovo,Lenovo Legion ENZ,Legion,Laptop,2021,macOS,Workstation,Intel,Intel i3-11552,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,SSD,2048,1,OLED,17.3,1920x1080,60,70,90,2.14,24,1541.99
P021230,LP-MSI-NITRO-3I1-2023,MSI,MSI Nitro 3I1,Nitro,Laptop,2023,Windows,2-in-1,Intel,Intel i7-10879,5,18,36,2.8,3.9,NVIDIA,RTX 40 80,4,10,64,NVMe,512,1,Mini-LED,16.0,1920x1080,144,56,45,1.53,48,2326.99
P021231,LP-DELL-AIR-1IB-2024,Dell,Dell Air 1IB,Air,Laptop,2024,Windows,Gaming,Intel,Intel i7-13473,4,12,24,2.6,3.7,NVIDIA,RTX 40 80 Ti,5,12,64,NVMe,2048,1,VA,16.0,1920x1080,120,60,120,1.33,24,2262.99
P021232,LP-HP-NITRO-Q3V-2025,HP,HP Nitro Q3V,Nitro,Laptop,2025,Windows,Ultrabook,Intel,Intel i7-10838,5,18,36,2.8,3.8,NVIDIA,RTX 30 90,6,16,96,NVMe,512,1,OLED,14.0,1920x1080,120,70,65,1.57,12,2890.99
P021233,LP-APPLE-CREATOR-7AM-2022,Apple,Apple Creator 7AM,Creator,Laptop,2022,Windows,Mainstream,Apple,Apple M2 Max,4,12,12,2.6,3.6,Apple,Apple Integrated,4,6,64,NVMe,512,1,Mini-LED,14.0,1920x1080,90,50,65,0.97,12,2386.99
P021234,LP-LENOVO-NITRO-AVW-2024,Lenovo,Lenovo Nitro AVW,Nitro,Laptop,2024,Windows,Gaming,Intel,Intel i3-12301,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,Hybrid,1024,1,VA,14.0,2880x1800,60,70,120,1.37,24,1479.99
P021235,LP-RAZER-PRO-CU3-2020,Razer,Razer Pro CU3,Pro,Laptop,2020,Windows,Workstation,AMD,AMD Ryzen 3 6321,1,6,12,2.0,3.1,Intel,Arc A310,1,0,8,SSD,2048,1,LED,15.6,1920x1080,144,70,65,1.5,24,1156.99
P021236,LP-HP-AIR-63Q-2022,HP,HP Air 63Q,Air,Laptop,2022,Windows,Mainstream,Intel,Intel i7-10339,4,12,24,2.6,3.5,Intel,Arc B700,4,0,64,NVMe,512,1,OLED,14.0,2560x1600,60,56,90,1.37,12,2386.99
P021237,LP-HP-BLADE-CT3-2021,HP,HP Blade CT3,Blade,Laptop,2021,Windows,Gaming,AMD,AMD Ryzen 5 6832,3,10,20,2.4,3.2,AMD,RX 7000 60,2,6,16,NVMe,1024,1,IPS,15.6,1920x1080,60,70,65,1.7,36,1506.99
P021238,LP-ASUS-SLIM-B2T-2020,ASUS,ASUS Slim B2T,Slim,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 7855,3,8,16,2.4,3.2,Intel,Arc B310,1,4,16,NVMe,1024,1,IPS,14.0,2560x1600,120,70,120,1.87,12,1487.99
P021239,LP-LENOVO-STEALTH-9DZ-2023,Lenovo,Lenovo Stealth 9DZ,Stealth,Laptop,2023,ChromeOS,Gaming,AMD,AMD Ryzen 5 6127,2,6,12,2.2,3.1,Intel,Arc A310,1,4,8,NVMe,512,1,LED,15.6,2560x1600,60,90,120,1.5,48,1199.99
P021240,LP-LENOVO-BLADE-5RF-2022,Lenovo,Lenovo Blade 5RF,Blade,Laptop,2022,Linux,Mainstream,Intel,Intel i7-11499,5,16,32,2.8,3.9,NVIDIA,RTX 30 80,4,10,64,NVMe,2048,1,OLED,14.0,2560x1600,60,60,65,1.17,12,2796.99
P021241,LP-MSI-THINK-XEO-2024,MSI,MSI Think XEO,Think,Laptop,2024,Windows,Gaming,Intel,Intel i5-10748,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,Hybrid,256,1,Mini-LED,14.0,1920x1080,60,50,180,2.37,24,1592.99
P021242,LP-LENOVO-BLADE-T9Q-2025,Lenovo,Lenovo Blade T9Q,Blade,Laptop,2025,macOS,2-in-1,AMD,AMD Ryzen 5 4653,3,8,16,2.4,3.5,Apple,Apple Integrated,2,0,16,Hybrid,512,1,LED,13.3,1920x1080,144,56,240,1.52,24,1789.99
P021243,LP-DELL-AIR-HNU-2020,Dell,Dell Air HNU,Air,Laptop,2020,Windows,Mainstream,Intel,Intel i9-12490,6,24,48,3.0,3.9,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,256,1,Mini-LED,16.0,2560x1600,90,60,65,1.53,12,2762.99
P021244,LP-DELL-BLADE-NYB-2025,Dell,Dell Blade NYB,Blade,Laptop,2025,Windows,2-in-1,Intel,Intel i3-10235,1,6,10,2.0,2.9,AMD,RX 7000 50,1,4,8,SSD,512,1,LED,15.6,2560x1600,240,60,65,1.5,36,1356.99
P021245,LP-HP-CREATOR-7HQ-2024,HP,HP Creator 7HQ,Creator,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 3 5643,1,6,12,2.0,3.1,AMD,RX 7000 50,1,4,8,SSD,512,1,IPS,16.0,1920x1080,120,70,120,1.33,24,1036.99
P021246,LP-LENOVO-AIR-U6T-2024,Lenovo,Lenovo Air U6T,Air,Laptop,2024,ChromeOS,Gaming,Intel,Intel i3-11710,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,LED,17.3,1920x1080,60,56,120,1.24,12,1179.99
P021247,LP-HP-AIR-QBV-2020,HP,HP Air QBV,Air,Laptop,2020,Windows,Ultrabook,Intel,Intel i7-11899,4,12,24,2.6,3.4,NVIDIA,RTX 20 80,4,10,64,SSD,1024,1,IPS,16.0,1920x1080,60,70,65,1.53,12,2211.99
P021248,LP-HP-CREATOR-L14-2024,HP,HP Creator L14,Creator,Laptop,2024,Windows,Gaming,Intel,Intel i5-14277,2,6,12,2.2,3.2,NVIDIA,RTX 30 70,3,8,16,NVMe,1024,1,LED,16.0,2880x1800,120,80,180,3.03,24,1882.99
P021249,LP-ASUS-PRO-CX5-2022,ASUS,ASUS Pro CX5,Pro,Laptop,2022,Windows,Mainstream,Intel,Intel i3-12953,1,4,8,2.0,2.9,AMD,RX 7000 50,1,4,8,HDD,512,1,OLED,15.6,3840x2160,60,90,180,2.0,24,1568.99
P021250,LP-APPLE-CREATOR-FAT-2023,Apple,Apple Creator FAT,Creator,Laptop,2023,Windows,Gaming,Apple,Apple M3 Pro,3,8,8,2.4,3.3,Apple,Apple Integrated,3,2,32,SSD,2048,2,QLED,15.6,1920x1080,60,80,65,1.3,12,2069.99
P021251,LP-MSI-STEALTH-CRB-2025,MSI,MSI Stealth CRB,Stealth,Laptop,2025,macOS,Mainstream,AMD,AMD Ryzen 5 5609,2,8,16,2.2,3.1,Intel,Arc A310,1,2,8,NVMe,2048,1,IPS,15.6,1920x1080,120,80,65,2.5,24,1340.99
P021252,LP-ACER-SLIM-USQ-2025,Acer,Acer Slim USQ,Slim,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 9 7752,6,24,48,3.0,4.0,AMD,RX 6000 90,6,16,128,NVMe,256,1,Mini-LED,13.3,2880x1800,60,70,120,1.52,48,2875.99
P021253,LP-RAZER-LEGION-EMM-2018,Razer,Razer Legion EMM,Legion,Laptop,2018,ChromeOS,Mainstream,AMD,AMD Ryzen 5 7567,2,6,12,2.2,3.0,NVIDIA,RTX 40 50,1,4,8,SSD,2048,1,IPS,16.0,2560x1600,90,50,90,1.53,12,1363.99
P021254,LP-APPLE-AIR-7NF-2018,Apple,Apple Air 7NF,Air,Laptop,2018,Windows,Gaming,Apple,Apple M2,6,24,24,3.0,4.0,Apple,Apple Integrated,6,0,128,NVMe,4096,1,LED,15.6,1920x1080,144,56,90,1.7,24,3358.99
P021255,LP-SAMSUNG-BLADE-XKW-2025,Samsung,Samsung Blade XKW,Blade,Laptop,2025,Windows,Ultrabook,Intel,Intel i7-13128,4,12,24,2.6,3.4,Intel,Arc A700,4,0,64,HDD,512,1,LED,17.3,2560x1600,120,80,90,1.64,12,2276.99
P021256,LP-MSI-BLADE-DR9-2020,MSI,MSI Blade DR9,Blade,Laptop,2020,Windows,Mainstream,AMD,AMD Ryzen 5 6501,3,8,16,2.4,3.4,NVIDIA,RTX 30 60,2,6,16,Hybrid,2048,1,LED,15.6,2560x1600,144,80,90,2.0,36,1796.99
P021257,LP-DELL-STEALTH-EHG-2023,Dell,Dell Stealth EHG,Stealth,Laptop,2023,Windows,Workstation,AMD,AMD Ryzen 5 6669,2,6,10,2.2,3.2,NVIDIA,RTX 40 60,2,6,16,HDD,4096,1,LED,15.6,1920x1080,60,60,90,2.0,24,1509.99
P021258,LP-ASUS-CREATOR-V6M-2021,ASUS,ASUS Creator V6M,Creator,Laptop,2021,Linux,2-in-1,Intel,Intel i5-14200,3,8,16,2.4,3.3,AMD,RX 7000 70,3,8,32,HDD,1024,2,Mini-LED,15.6,2880x1800,120,70,45,1.5,24,1877.99
P021259,LP-MSI-STEALTH-69G-2022,MSI,MSI Stealth 69G,Stealth,Laptop,2022,macOS,Mainstream,AMD,AMD Ryzen 5 6750,3,8,16,2.4,3.2,NVIDIA,RTX 30 50,1,4,16,NVMe,2048,1,VA,15.6,1920x1080,144,70,45,1.5,24,1771.99
P021260,LP-ASUS-CREATOR-KN0-2022,ASUS,ASUS Creator KN0,Creator,Laptop,2022,Windows,Ultrabook,Intel,Intel i5-10964,2,8,16,2.2,3.0,Apple,Apple Integrated,3,2,16,HDD,512,1,OLED,15.6,1920x1080,60,60,90,1.3,12,1709.99
P021261,LP-HP-PRO-P48-2023,HP,HP Pro P48,Pro,Laptop,2023,macOS,Ultrabook,Intel,Intel i7-13114,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,1024,1,Mini-LED,14.0,1920x1080,60,99,180,2.37,24,2816.99
P021262,LP-LENOVO-THINK-0E7-2018,Lenovo,Lenovo Think 0E7,Think,Laptop,2018,Windows,Workstation,Intel,Intel i7-12979,5,16,32,2.8,3.9,NVIDIA,RTX 30 80,4,10,64,NVMe,512,1,QLED,17.3,2880x1800,60,60,180,1.84,12,2207.99
P021263,LP-DELL-SLIM-XNY-2019,Dell,Dell Slim XNY,Slim,Laptop,2019,Windows,Mainstream,Intel,Intel i7-11191,5,16,32,2.8,3.8,Apple,Apple Integrated,4,4,64,NVMe,1024,1,LED,14.0,1920x1080,60,80,45,0.97,24,2125.99
P021264,LP-SAMSUNG-NITRO-WZO-2021,Samsung,Samsung Nitro WZO,Nitro,Laptop,2021,Windows,Mainstream,Intel,Intel i7-10383,5,18,34,2.8,3.8,Apple,Apple Integrated,5,2,96,SSD,512,2,LED,16.0,2560x1600,60,80,120,1.53,24,2749.99
P021265,LP-SAMSUNG-AIR-473-2023,Samsung,Samsung Air 473,Air,Laptop,2023,Windows,Gaming,AMD,AMD Ryzen 5 4128,2,8,14,2.2,3.1,Apple,Apple Integrated,1,0,8,SSD,256,1,LED,17.3,3840x2160,60,60,120,2.14,48,1249.99
P021266,LP-ASUS-BLADE-GOM-2022,ASUS,ASUS Blade GOM,Blade,Laptop,2022,Windows,Workstation,AMD,AMD Ryzen 5 3650,3,8,16,2.4,3.4,NVIDIA,RTX 30 50,1,4,32,HDD,2048,1,OLED,13.3,2560x1600,60,70,180,0.92,24,1772.99
P021267,LP-APPLE-STEALTH-9A2-2025,Apple,Apple Stealth 9A2,Stealth,Laptop,2025,ChromeOS,Workstation,Apple,Apple M3 Pro,4,14,14,2.6,3.7,Apple,Apple Integrated,5,2,64,SSD,1024,1,QLED,14.0,2560x1600,60,70,120,1.37,24,2849.99
P021268,LP-ASUS-THINK-WPD-2023,ASUS,ASUS Think WPD,Think,Laptop,2023,Windows,Gaming,Intel,Intel i5-11487,2,8,16,2.2,3.1,NVIDIA,RTX 20 60,2,6,16,SSD,4096,1,QLED,15.6,2560x1600,60,90,45,1.3,12,1636.99
P021269,LP-ASUS-ZEN-6KE-2020,ASUS,ASUS Zen 6KE,Zen,Laptop,2020,Windows,Gaming,Intel,Intel i5-10341,3,8,14,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,Mini-LED,17.3,1920x1080,60,56,65,2.14,12,1796.99
P021270,LP-ACER-LEGION-Q7M-2024,Acer,Acer Legion Q7M,Legion,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 3 4798,1,6,12,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,HDD,1024,1,VA,13.3,1920x1080,120,50,90,1.82,12,879.99
P021271,LP-DELL-CREATOR-0LU-2023,Dell,Dell Creator 0LU,Creator,Laptop,2023,Windows,Gaming,Intel,Intel i5-11447,3,8,16,2.4,3.4,AMD,RX 7000 70,3,8,32,NVMe,512,1,LED,14.0,1920x1080,60,60,65,1.17,12,1808.99
P021272,LP-DELL-CREATOR-8G2-2025,Dell,Dell Creator 8G2,Creator,Laptop,2025,macOS,Gaming,AMD,AMD Ryzen 5 7988,2,8,16,2.2,3.0,Apple,Apple Integrated,2,4,16,HDD,512,2,LED,15.6,1920x1080,60,80,65,1.5,24,1452.99
P021273,LP-LENOVO-THINK-DKJ-2020,Lenovo,Lenovo Think DKJ,Think,Laptop,2020,Linux,2-in-1,AMD,AMD Ryzen 5 5531,2,6,12,2.2,3.2,NVIDIA,RTX 20 70,3,8,16,Hybrid,4096,1,IPS,14.0,1920x1080,120,70,180,1.37,12,1305.99
P021274,LP-DELL-SLIM-WYU-2025,Dell,Dell Slim WYU,Slim,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 7 4507,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,HDD,512,1,LED,16.0,2560x1600,60,70,65,2.03,24,1848.99
P021275,LP-DELL-THINK-PP7-2019,Dell,Dell Think PP7,Think,Laptop,2019,ChromeOS,Ultrabook,Intel,Intel i7-10397,5,16,32,2.8,3.9,Intel,Arc A770,5,0,104,Hybrid,512,1,QLED,14.0,2880x1800,120,56,65,1.87,24,2817.99
P021276,LP-ACER-PRO-KVZ-2024,Acer,Acer Pro KVZ,Pro,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 7 6767,5,18,36,2.8,3.9,NVIDIA,RTX 40 80,4,10,64,HDD,1024,1,VA,13.3,2560x1600,90,80,65,1.32,12,2088.99
P021277,LP-APPLE-LEGION-58F-2025,Apple,Apple Legion 58F,Legion,Laptop,2025,Windows,Ultrabook,Apple,Apple M2 Pro,5,18,18,2.8,3.6,Apple,Apple Integrated,5,2,96,NVMe,1024,1,OLED,14.0,1920x1080,60,90,45,1.37,24,3293.99
P021278,LP-SAMSUNG-ZEN-5OG-2025,Samsung,Samsung Zen 5OG,Zen,Laptop,2025,Windows,Mainstream,AMD,AMD Ryzen 3 7599,1,4,8,2.0,2.9,NVIDIA,RTX 40 60,2,6,16,HDD,2048,1,OLED,14.0,3840x2160,60,80,65,1.57,12,2011.99
P021279,LP-DELL-AIR-576-2022,Dell,Dell Air 576,Air,Laptop,2022,Windows,Mainstream,Intel,Intel i7-12667,5,16,30,2.8,3.8,NVIDIA,RTX 30 80,4,10,64,HDD,512,1,VA,14.0,1920x1080,60,80,65,1.57,24,2009.99
P021280,LP-ACER-NITRO-1EG-2024,Acer,Acer Nitro 1EG,Nitro,Laptop,2024,Linux,Workstation,Intel,Intel i7-11743,4,14,28,2.6,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,1,OLED,14.0,2560x1600,60,70,65,1.57,48,2293.99
P021281,LP-LENOVO-SLIM-0HP-2023,Lenovo,Lenovo Slim 0HP,Slim,Laptop,2023,Windows,Mainstream,Intel,Intel i5-12691,2,6,12,2.2,3.2,NVIDIA,RTX 20 50,1,4,8,SSD,4096,1,OLED,13.3,1920x1080,60,70,240,1.82,24,1630.99
P021282,LP-SAMSUNG-CREATOR-ZMM-2019,Samsung,Samsung Creator ZMM,Creator,Laptop,2019,Windows,Mainstream,Intel,Intel i5-10580,2,6,10,2.2,3.1,NVIDIA,RTX 40 60,2,6,24,Hybrid,4096,1,QLED,15.6,2880x1800,90,50,65,2.0,36,1802.99
P021283,LP-ASUS-BLADE-7T3-2021,ASUS,ASUS Blade 7T3,Blade,Laptop,2021,Windows,Gaming,Intel,Intel i7-11340,4,12,24,2.6,3.6,Intel,Arc A580,3,4,32,SSD,256,1,QLED,14.0,1920x1080,165,56,45,1.37,24,1969.99
P021284,LP-HP-NITRO-MDB-2023,HP,HP Nitro MDB,Nitro,Laptop,2023,Windows,2-in-1,AMD,AMD Ryzen 5 5583,3,8,16,2.4,3.3,Apple,Apple Integrated,3,4,32,NVMe,256,1,OLED,14.0,1920x1080,60,56,90,1.17,48,1608.99
P021285,LP-HP-STEALTH-6VN-2022,HP,HP Stealth 6VN,Stealth,Laptop,2022,Windows,Workstation,Intel,Intel i5-14977,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,SSD,1024,1,IPS,14.0,1920x1080,90,70,90,2.37,12,1372.99
P021286,LP-ACER-SLIM-S46-2023,Acer,Acer Slim S46,Slim,Laptop,2023,Windows,Workstation,Intel,Intel i7-11549,5,16,32,2.8,3.8,NVIDIA,RTX 40 80,4,10,64,NVMe,2048,1,OLED,15.6,1920x1080,90,80,120,1.3,12,2876.99
P021287,LP-APPLE-THINK-IJJ-2023,Apple,Apple Think IJJ,Think,Laptop,2023,Windows,Ultrabook,Apple,Apple M2,3,8,8,2.4,3.4,Apple,Apple Integrated,3,2,32,NVMe,512,1,LED,17.3,3840x2160,60,60,65,1.64,12,2497.99
P021288,LP-APPLE-SLIM-STE-2022,Apple,Apple Slim STE,Slim,Laptop,2022,macOS,Mainstream,Apple,Apple M1 Max,2,6,6,2.2,3.0,Apple,Apple Integrated,1,4,8,SSD,512,1,OLED,14.0,2880x1800,60,70,90,1.17,36,2165.99
P021289,LP-SAMSUNG-BLADE-XLV-2021,Samsung,Samsung Blade XLV,Blade,Laptop,2021,macOS,Mainstream,AMD,AMD Ryzen 7 5528,4,12,24,2.6,3.4,NVIDIA,RTX 40 70,3,8,32,Hybrid,1024,2,IPS,15.6,1920x1080,60,90,65,1.5,12,2194.99
